"userID"	"age"	"sex"	"occupation"	"zip.code"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
813	14	"F"	"student"	"02136"	28	2.82	1.31	5	1	3
814	30	"M"	"other"	"12345"	35	2.97	0.71	4	2	3
815	32	"M"	"other"	"28806"	183	3.74	1.14	5	1	4
816	34	"M"	"other"	"20755"	25	3.84	0.85	5	2	4
817	19	"M"	"student"	"60152"	36	3.36	0.9	5	1	3.5
818	28	"M"	"librarian"	"27514"	21	3.48	1.25	5	1	4
819	59	"M"	"administrator"	"40205"	27	4.07	1.04	5	1	4
820	22	"M"	"student"	"37725"	21	3	1.34	5	1	3
821	37	"M"	"engineer"	"77845"	62	4.34	0.87	5	2	5
822	29	"F"	"librarian"	"53144"	25	3.12	1.01	5	1	3
823	27	"M"	"artist"	"50322"	185	4.01	0.93	5	1	4
824	31	"M"	"other"	"15017"	20	2.6	0.94	4	1	2.5
825	44	"M"	"engineer"	"05452"	145	3.61	1.07	5	1	4
826	28	"M"	"artist"	"77048"	115	3.83	0.83	5	2	4
827	23	"F"	"engineer"	"80228"	28	3.25	0.65	5	2	3
828	28	"M"	"librarian"	"85282"	104	3.12	1.08	5	1	3
829	48	"M"	"writer"	"80209"	64	3.55	0.82	5	1	4
830	46	"M"	"programmer"	"53066"	106	3.75	1.16	5	1	4
831	21	"M"	"other"	"33765"	73	3.52	1.17	5	1	4
832	24	"M"	"technician"	"77042"	25	2.96	0.79	5	2	3
833	34	"M"	"writer"	"90019"	265	3.07	1.26	5	1	3
834	26	"M"	"other"	"64153"	53	3.94	0.93	5	2	4
835	44	"F"	"executive"	"11577"	102	4.15	0.8	5	2	4
836	44	"M"	"artist"	"10018"	50	3.86	1.23	5	1	4
837	36	"F"	"artist"	"55409"	46	3.04	1.3	5	1	3
838	23	"M"	"student"	"01375"	93	4.12	0.72	5	2	4
839	38	"F"	"entertainment"	"90814"	57	3.19	1.13	5	1	3
840	39	"M"	"artist"	"55406"	196	4.13	0.82	5	1	4
841	45	"M"	"doctor"	"47401"	31	3.9	1.04	5	1	4
842	40	"M"	"writer"	"93055"	27	3.74	1.2	5	1	4
843	35	"M"	"librarian"	"44212"	204	2.74	0.82	5	1	3
844	22	"M"	"engineer"	"95662"	81	3.51	0.84	5	1	3
845	64	"M"	"doctor"	"97405"	31	3.13	1.09	5	1	3
846	27	"M"	"lawyer"	"47130"	405	3.74	1.05	5	1	4
847	29	"M"	"student"	"55417"	146	3.03	1.16	5	1	3
848	46	"M"	"engineer"	"02146"	150	4.29	1.07	5	1	5
849	15	"F"	"student"	"25652"	23	4.87	0.34	5	4	5
850	34	"M"	"technician"	"78390"	51	4.53	0.99	5	1	5
851	18	"M"	"other"	"29646"	208	3.46	1.12	5	1	4
852	46	"M"	"administrator"	"94086"	49	3.47	0.82	5	1	3
853	49	"M"	"writer"	"40515"	41	2.98	1.08	5	1	3
854	29	"F"	"student"	"55408"	215	3.21	1.04	5	1	3
855	53	"M"	"librarian"	"04988"	23	3.35	0.65	4	2	3
856	43	"F"	"marketing"	"97215"	26	3.42	1.14	5	1	3.5
857	35	"F"	"administrator"	"V1G4L"	22	3.27	1.45	5	1	3
858	63	"M"	"educator"	"09645"	21	3.43	1.03	5	1	3
859	18	"F"	"other"	"06492"	39	3.85	0.9	5	2	4
860	70	"F"	"retired"	"48322"	70	3.23	0.87	5	1	3
861	38	"F"	"student"	"14085"	43	4	1.02	5	1	4
862	25	"M"	"executive"	"13820"	165	4.36	0.8	5	2	5
863	17	"M"	"student"	"60089"	105	3.12	1.41	5	1	3
864	27	"M"	"programmer"	"63021"	294	3.82	0.93	5	1	4
865	25	"M"	"artist"	"11231"	66	2.29	1.53	5	1	1.5
866	45	"M"	"other"	"60302"	20	2.7	1.03	4	1	2.5
867	24	"M"	"scientist"	"92507"	95	4.26	0.97	5	1	5
868	21	"M"	"programmer"	"55303"	208	2.95	1.35	5	1	3
869	30	"M"	"student"	"10025"	47	2.87	1.3	5	1	3
870	22	"M"	"student"	"65203"	268	3.46	0.98	5	1	4
871	31	"M"	"executive"	"44648"	115	3.5	0.92	5	2	3
872	19	"F"	"student"	"74078"	71	3.38	0.92	5	1	3
873	48	"F"	"administrator"	"33763"	20	2.9	1.25	5	1	3
874	36	"M"	"scientist"	"37076"	34	3.82	0.76	5	2	4
875	24	"F"	"student"	"35802"	89	4.19	0.8	5	2	4
876	41	"M"	"other"	"20902"	21	4.19	0.81	5	2	4
877	30	"M"	"other"	"77504"	81	3.83	0.88	5	1	4
878	50	"F"	"educator"	"98027"	134	3.27	1.1	5	1	3
879	33	"F"	"administrator"	"55337"	29	3.69	0.89	5	2	4
880	13	"M"	"student"	"83702"	365	3.42	0.98	5	1	3
881	39	"M"	"marketing"	"43017"	259	3.32	1.18	5	1	3
882	35	"M"	"engineer"	"40503"	137	4.05	1.01	5	1	4
883	49	"M"	"librarian"	"50266"	268	3.93	0.9	5	1	4
884	44	"M"	"engineer"	"55337"	43	3.72	1.2	5	1	4
885	30	"F"	"other"	"95316"	102	3.31	1	5	1	3
886	20	"M"	"student"	"61820"	240	3.36	1.13	5	1	4
887	14	"F"	"student"	"27249"	171	3.92	1.36	5	1	4
888	41	"M"	"scientist"	"17036"	20	4.3	0.57	5	3	4
889	24	"M"	"technician"	"78704"	324	3.44	0.87	5	1	3.5
890	32	"M"	"student"	"97301"	119	3.86	1.12	5	1	4
891	51	"F"	"administrator"	"03062"	47	4.13	0.85	5	3	4
892	36	"M"	"other"	"45243"	226	4	0.9	5	1	4
893	25	"M"	"student"	"95823"	59	3.42	0.88	5	1	3
894	47	"M"	"educator"	"74075"	243	3.64	0.72	5	1	4
895	31	"F"	"librarian"	"32301"	20	3.75	0.97	5	2	4
896	28	"M"	"writer"	"91505"	362	2.98	1.15	5	1	3
897	30	"M"	"other"	"33484"	185	3.96	0.99	5	1	4
898	23	"M"	"homemaker"	"61755"	30	3.5	1.04	5	1	4
899	32	"M"	"other"	"55116"	135	3.53	1.04	5	1	4
900	60	"M"	"retired"	"18505"	45	2.56	1.1	5	1	2
901	38	"M"	"executive"	"L1V3W"	124	3.85	1.07	5	1	4
902	45	"F"	"artist"	"97203"	48	3.5	1.07	5	1	3
903	28	"M"	"educator"	"20850"	136	3.85	1	5	1	4
904	17	"F"	"student"	"61073"	47	3.74	0.9	5	2	4
905	27	"M"	"other"	"30350"	40	3.27	0.78	5	1	3
906	45	"M"	"librarian"	"70124"	41	3.8	0.71	5	2	4
907	25	"F"	"other"	"80526"	147	4.57	0.68	5	2	5
908	44	"F"	"librarian"	"68504"	74	3.55	0.71	5	2	4
909	50	"F"	"educator"	"53171"	26	4.35	0.8	5	3	5
910	28	"M"	"healthcare"	"29301"	60	3.17	1.09	5	1	3
911	37	"F"	"writer"	"53210"	98	3.81	0.95	5	1	4
912	51	"M"	"other"	"06512"	52	3.85	0.94	5	2	4
913	27	"M"	"student"	"76201"	132	3.52	1.13	5	1	4
914	44	"F"	"other"	"08105"	23	3.09	1.28	5	1	3
915	50	"M"	"entertainment"	"60614"	26	3.12	0.95	5	2	3
916	27	"M"	"engineer"	"N2L5N"	316	3.36	0.89	5	1	3
917	22	"F"	"student"	"20006"	34	3.53	1.19	5	1	4
918	40	"M"	"scientist"	"70116"	103	3.35	1.1	5	1	4
919	25	"M"	"other"	"14216"	215	3.47	0.97	5	1	4
920	30	"F"	"artist"	"90008"	26	3.23	0.82	5	2	3
921	20	"F"	"student"	"98801"	110	3.27	1.13	5	1	3
922	29	"F"	"administrator"	"21114"	127	3.37	1.02	5	1	3
923	21	"M"	"student"	"E2E3R"	74	4.15	0.7	5	1	4
924	29	"M"	"other"	"11753"	82	3.76	0.82	5	2	4
925	18	"F"	"salesman"	"49036"	32	3.12	0.91	5	1	3
926	49	"M"	"entertainment"	"01701"	20	3.3	0.92	5	1	3
927	23	"M"	"programmer"	"55428"	120	3.69	1.14	5	1	4
928	21	"M"	"student"	"55408"	31	4.68	0.7	5	3	5
929	44	"M"	"scientist"	"53711"	49	3.69	1	5	1	4
930	28	"F"	"scientist"	"07310"	63	2.97	1.12	5	1	3
931	60	"M"	"educator"	"33556"	60	3.72	0.9	5	1	4
932	58	"M"	"educator"	"06437"	241	3.97	0.98	5	1	4
933	28	"M"	"student"	"48105"	184	2.65	1.2	5	1	3
934	61	"M"	"engineer"	"22902"	173	3.7	0.97	5	1	4
935	42	"M"	"doctor"	"66221"	39	3.92	0.87	5	1	4
936	24	"M"	"other"	"32789"	141	3.74	0.97	5	1	4
937	48	"M"	"educator"	"98072"	39	3.36	1.22	5	1	4
938	38	"F"	"technician"	"55038"	108	3.27	1.24	5	1	3
939	26	"F"	"student"	"33319"	48	4.31	0.93	5	2	5
940	32	"M"	"administrator"	"02215"	107	3.46	1.01	5	1	4
941	20	"M"	"student"	"97229"	22	4.05	0.9	5	2	4
942	48	"F"	"librarian"	"78209"	78	4.26	0.76	5	2	4
943	22	"M"	"student"	"77841"	168	3.41	1.26	5	1	4
