"movieID"	"title"	"unknown"	"Action"	"Adventure"	"Animation"	"Children.s"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film.noir"	"Horror"	"Musical"	"Mystery"	"Romance"	"Sci.fi"	"Thriller"	"War"	"Western"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
2176	"Rope (1948)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	191	3.9	0.83	5	1	4
2177	"Family Plot (1976)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	83	3.22	0.9	5	1	3
2178	"Frenzy (1972)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	95	3.66	0.82	5	1	4
2179	"Topaz (1969)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	39	3.15	0.96	5	1	3
2180	"Torn Curtain (1966)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	3.33	0.94	5	1	3
2181	"Marnie (1964)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	118	3.57	0.92	5	1	4
2182	"Wrong Man, The (1956)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	98	3.58	0.91	5	1	4
2183	"Man Who Knew Too Much, The (1956)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	179	3.93	0.87	5	1	4
2184	"Trouble with Harry, The (1955)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	147	3.6	0.96	5	1	4
2185	"I Confess (1953)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	3.59	0.94	5	2	4
2186	"Strangers on a Train (1951)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	482	4.3	0.79	5	1	4
2187	"Stage Fright (1950)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	26	3.58	0.95	5	2	4
2188	"54 (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	259	2.76	1.04	5	1	3
2189	"I Married A Strange Person (1997)"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3.71	0.85	5	2	4
2190	"Why Do Fools Fall In Love? (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	2.85	1.04	5	1	3
2191	"Merry War, A (1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2.8	0.92	4	1	3
2192	"See the Sea (Regarde la mer) (1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3.29	1.7	5	1	3
2193	"Willow (1988)"	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	802	3.5	1	5	1	4
2194	"Untouchables, The (1987)"	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1127	4.01	0.79	5	1	4
2195	"Dirty Work (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	135	3.01	1.14	5	1	3
2196	"Knock Off (1998)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2.44	1.01	5	1	2
2197	"Firelight (1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	4.18	1.17	5	2	5
2198	"Modulations (1998)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	1.41	5	3	4
2200	"Under Capricorn (1949)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2.5	0.53	3	2	2.5
2201	"Paradine Case, The (1947)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	3.4	0.82	5	2	3
2202	"Lifeboat (1944)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	213	3.94	0.92	5	1	4
2203	"Shadow of a Doubt (1943)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	233	4.27	0.85	5	1	4
2204	"Saboteur (1942)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	89	3.82	0.86	5	1	4
2205	"Mr. & Mrs. Smith (1941)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	3.52	1.09	5	1	4
2206	"Suspicion (1941)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	167	4.01	0.88	5	1	4
2207	"Jamaica Inn (1939)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2.88	0.99	4	1	3
2208	"Lady Vanishes, The (1938)"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	199	4.19	0.86	5	1	4
2209	"Young and Innocent (1937)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	10	3.3	1.25	5	1	3
2210	"Sabotage (1936)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	54	3.7	0.84	5	1	4
2211	"Secret Agent (1936)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	3.53	1.31	5	1	4
2212	"Man Who Knew Too Much, The (1934)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	128	3.84	0.95	5	1	4
2213	"Waltzes from Vienna (1933)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	1	1	1
2214	"Number Seventeen (1932)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	NA	3	3	3
2215	"Rich and Strange (1932)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	12	3.5	0.9	5	2	4
2217	"Elstree Calling (1930)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	1	1	1
2218	"Juno and Paycock (1930)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
2219	"Murder! (1930)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	10	3.4	1.07	5	1	3.5
2221	"Blackmail (1929)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	3.09	1.45	5	1	4
2223	"Farmer's Wife, The (1928)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3.33	0.58	4	3	3
2226	"Ring, The (1927)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	NA	3	3	3
2227	"Lodger, The (1926)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	3.52	1.17	5	1	4
2231	"Rounders (1998)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	345	3.61	0.85	5	1	4
2232	"Cube (1997)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	233	3.47	1.11	5	1	4
2233	"Digging to China (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1.6	0.55	2	1	2
2234	"Let's Talk About Sex (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1.88	0.83	3	1	2
2235	"One Man's Hero (1999)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	NA	2	2	2
2236	"Simon Birch (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	202	3.61	1.05	5	1	4
2237	"Without Limits (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	3.59	0.82	5	2	4
2238	"Seven Beauties (Pasqualino Settebellezze) (1976)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	77	3.83	1.21	5	1	4
2239	"Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	97	3.74	1.16	5	1	4
2240	"My Bodyguard (1980)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	238	3.51	0.91	5	1	4
2241	"Class (1983)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	129	2.78	0.99	5	1	3
2242	"Grandview, U.S.A. (1984)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	2.5	1.05	4	1	2.5
2243	"Broadcast News (1987)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	789	3.75	0.86	5	1	4
2244	"Allnighter, The (1987)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1.86	1.21	4	1	1
2245	"Working Girl (1988)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	514	3.41	0.88	5	1	4
2246	"Stars and Bars (1988)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2.71	0.91	4	1	3
2247	"Married to the Mob (1988)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	365	3.09	0.92	5	1	3
2248	"Say Anything... (1989)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	914	4.02	0.85	5	1	4
2249	"My Blue Heaven (1990)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	239	3.19	1.01	5	1	3
2250	"Men Don't Leave (1990)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62	3.15	1.04	5	1	3
2251	"Cabinet of Dr. Ramirez, The (1991)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.5	0.71	4	3	3.5
2252	"Hero (1992)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	186	3.02	0.98	5	1	3
2253	"Toys (1992)"	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	440	2.56	1.22	5	1	2
2254	"Choices (1981)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
2255	"Young Doctors in Love (1982)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	79	2.61	0.99	5	1	3
2256	"Parasite (1982)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	2.38	1.13	4	1	2
2257	"No Small Affair (1984)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	17	2.94	1.14	5	1	3
2258	"Master Ninja I (1984)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1.41	4	2	3
2259	"Blame It on Rio (1984)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	201	2.72	1.01	5	1	3
2260	"Wisdom (1986)"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49	2.8	1.17	5	1	3
2261	"One Crazy Summer (1986)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	161	3.33	1	5	1	3
2262	"About Last Night... (1986)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	326	3.16	0.94	5	1	3
2263	"Seventh Sign, The (1988)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	175	3.1	1.04	5	1	3
2264	"We're No Angels (1989)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	83	2.59	0.95	5	1	3
2265	"Nothing But Trouble (1991)"	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	83	2	1.13	5	1	2
2266	"Butcher's Wife, The (1991)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	195	2.87	0.95	5	1	3
2267	"Mortal Thoughts (1991)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	74	2.95	0.93	5	1	3
2268	"Few Good Men, A (1992)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1061	3.93	0.85	5	1	4
2269	"Indecent Proposal (1993)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	217	2.74	0.9	5	1	3
2271	"Permanent Midnight (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	76	3.29	0.88	5	1	3
2272	"One True Thing (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	112	3.46	0.94	5	1	4
2273	"Rush Hour (1998)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	627	3.57	0.9	5	1	4
2275	"Six-String Samurai (1998)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	3.37	1.41	5	1	4
2276	"Soldier's Daughter Never Cries, A (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	70	3.71	0.89	5	1	4
2277	"Somewhere in the City (1997)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
2278	"Ronin (1998)"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	806	3.53	0.97	5	1	4
2279	"Urban Legend (1998)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	226	2.72	1.11	5	1	3
2280	"Clay Pigeons (1998)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	125	3.43	0.9	5	1	4
2281	"Monument Ave. (1998)"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	3.45	0.93	5	2	4
2282	"Pecker (1998)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	316	3.52	1.06	5	1	4
2283	"Sheltering Sky, The (1990)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	2.92	0.99	5	1	3
2284	"Bandit Queen (1994)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	43	3.79	0.97	5	1	4
2285	"If.... (1968)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	54	3.89	0.86	5	1	4
2286	"Fiendish Plot of Dr. Fu Manchu, The (1980)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2.51	1.1	5	1	3
2287	"Them! (1954)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	280	3.44	1.04	5	1	3
2288	"Thing, The (1982)"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	741	3.79	1	5	1	4
2289	"Player, The (1992)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	978	3.96	0.89	5	1	4
2290	"Stardust Memories (1980)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	121	3.28	1	5	1	3
2291	"Edward Scissorhands (1990)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1473	3.59	0.97	5	1	4
2292	"Overnight Delivery (1996)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	2.5	1.05	4	1	2.5
2293	"Shadrach (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	3.24	0.93	5	1	3
2294	"Antz (1998)"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	3.48	0.94	5	1	4
2295	"Impostors, The (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	74	3.81	0.87	5	2	4
2296	"Night at the Roxbury, A (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144	2.38	1.19	5	1	2
2297	"What Dreams May Come (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	355	3.11	1.16	5	1	3
2298	"Strangeland (1998)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	1.87	0.83	3	1	2
2299	"Battle of the Sexes, The (1959)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.75	0.5	4	3	4
2300	"Producers, The (1968)"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	658	4.14	0.88	5	1	4
2301	"History of the World: Part I (1981)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	371	3.59	1.06	5	1	4
2302	"My Cousin Vinny (1992)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	3.78	0.88	5	1	4
2303	"Nashville (1975)"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	325	3.92	1.03	5	1	4
2304	"Love Is the Devil (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3.57	1.13	5	2	4
2305	"Slam (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	3.48	1.26	5	1	4
2306	"Holy Man (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	2.49	1.18	5	1	3
2307	"One Tough Cop (1998)"	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	2.63	1.13	5	1	3
2308	"Detroit 9000 (1973)"	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	NA	2	2	2
2309	"Inheritors, The (Die Siebtelbauern) (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4.5	0.71	5	4	4.5
2310	"Mighty, The (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	134	3.8	0.92	5	1	4
2311	"2010 (1984)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	470	3.42	0.95	5	1	3
2312	"Children of a Lesser God (1986)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	331	3.83	0.85	5	1	4
2313	"Elephant Man, The (1980)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	457	4.01	0.82	5	1	4
2314	"Beloved (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104	3.13	1.37	5	1	3
2315	"Bride of Chucky (1998)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	147	2.37	1.28	5	1	2
2316	"Practical Magic (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	236	2.98	1.02	5	1	3
2317	"Alarmist, The (1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2.62	1.06	4	1	2.5
2318	"Happiness (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	320	3.9	1.16	5	1	4
2320	"Apt Pupil (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	187	3.11	0.96	5	1	3
2321	"Pleasantville (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	3.7	0.92	5	1	4
2322	"Soldier (1998)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	290	2.93	1.07	5	1	3
2323	"Cruise, The (1998)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	3.94	1.06	5	1	4
2324	"Life Is Beautiful (La Vita îê<U+3E38> bella) (1997)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1152	4.33	0.92	5	1	5
2325	"Orgazmo (1997)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	119	3.13	1.29	5	1	3
2326	"Shattered Image (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	12	3	1.21	5	1	3
2327	"Tales from the Darkside: The Movie (1990)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100	2.85	0.99	5	1	3
2328	"Vampires (1998)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	173	2.85	1.18	5	1	3
2329	"American History X (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	640	4.23	0.85	5	1	4
2330	"Hands on a Hard Body (1996)"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	92	4.16	0.92	5	1	4
2331	"Living Out Loud (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	179	3.22	0.99	5	1	3
2332	"Belly (1998)"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8	3.25	1.49	5	1	3.5
2333	"Gods and Monsters (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	578	3.81	0.95	5	1	4
2334	"Siege, The (1998)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	386	3.12	0.93	5	1	3
2335	"Waterboy, The (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	420	2.93	1.22	5	1	3
2336	"Elizabeth (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	938	4.03	0.89	5	1	4
2337	"Velvet Goldmine (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	126	3.21	1.2	5	1	3
2338	"I Still Know What You Did Last Summer (1998)"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	295	2.2	1.17	5	1	2
2339	"I'll Be Home For Christmas (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	27	2.93	0.87	4	1	3
2340	"Meet Joe Black (1998)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	344	3.25	1.06	5	1	3
2341	"Dancing at Lughnasa (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	3.27	0.97	5	1	3
2342	"Hard Core Logo (1996)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3.73	1.27	5	1	4
2343	"Naked Man, The (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	2
2344	"Runaway Train (1985)"	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	201	3.42	0.99	5	1	3
2345	"Desert Bloom (1986)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	43	3.37	0.85	5	2	3
2346	"Stepford Wives, The (1975)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	300	3.31	0.96	5	1	3
2347	"Pope of Greenwich Village, The (1984)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	3.74	0.79	5	1	4
2348	"Sid and Nancy (1986)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	304	3.55	0.92	5	1	4
2349	"Mona Lisa (1986)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	167	3.61	0.85	5	1	4
2350	"Heart Condition (1990)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2.79	0.98	5	1	3
2351	"Nights of Cabiria (Le Notti di Cabiria) (1957)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111	4.21	1.05	5	1	5
2352	"Big Chill, The (1983)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	838	3.87	0.95	5	1	4
2353	"Enemy of the State (1998)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	988	3.69	0.89	5	1	4
2354	"Rugrats Movie, The (1998)"	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2.78	1.21	5	1	3
2355	"Bug's Life, A (1998)"	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	3.85	0.88	5	1	4
2356	"Celebrity (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	96	2.9	1.05	5	1	3
2357	"Central Station (Central do Brasil) (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	215	4.28	0.71	5	1	4
2358	"Savior (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.82	5	3	4
2359	"Waking Ned Devine (1998)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	703	3.88	0.94	5	1	4
2360	"Celebration, The (Festen) (1998)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	117	4.31	0.92	5	1	5
2361	"Pink Flamingos (1972)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	158	3.24	1.29	5	1	3
2362	"Glen or Glenda (1953)"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	53	2.85	1.39	5	1	3
2363	"Godzilla (Gojira) (1954)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	3.32	1.2	5	1	3
2364	"Godzilla (Gojira) (1984)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	2.78	1.14	5	1	3
2365	"King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	2.77	1.23	5	1	3
2366	"King Kong (1933)"	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	756	3.66	1.02	5	1	4
2367	"King Kong (1976)"	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	309	2.76	1.03	5	1	3
2368	"King Kong Lives (1986)"	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	58	1.69	0.84	5	1	1.5
2369	"Desperately Seeking Susan (1985)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	840	2.95	1.03	5	1	3
2370	"Emerald Forest, The (1985)"	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	142	3.51	0.87	5	1	4
2371	"Fletch (1985)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	599	3.59	1.02	5	1	4
2372	"Fletch Lives (1989)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	238	2.97	1.11	5	1	3
2373	"Red Sonja (1985)"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2.48	1.06	5	1	2
2374	"Gung Ho (1986)"	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	244	2.93	0.89	5	1	3
2375	"Money Pit, The (1986)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	418	2.89	1.01	5	1	3
2376	"View to a Kill, A (1985)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	3.27	0.91	5	1	3
2377	"Lifeforce (1985)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	183	2.95	1.1	5	1	3
2378	"Police Academy (1984)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	413	3	1.06	5	1	3
2379	"Police Academy 2: Their First Assignment (1985)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	225	2.39	1.03	5	1	2
2380	"Police Academy 3: Back in Training (1986)"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	196	2.03	1.01	5	1	2
